DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-11,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011701825,596.18,BUILDING ELECTRICAL SERVICES,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011701963,586.7,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,Finance Director & Branch,MIDLAND SOFTWARE LTD,1011701916,574.5,"BETWEEN,1/12/2016-4/12/2016",NG11 6LL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,REDFERN TRAVEL LTD,1011701891,568.4,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory Delivery ,REDFERN TRAVEL LTD,1011701963,565.57,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011701891,552.7,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Animal Feed Branch,REDFERN TRAVEL LTD,1011701891,515.26,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 65,REDFERN TRAVEL LTD,1011701963,512.3,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011701891,468.8,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701891,455.1,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 62,REDFERN TRAVEL LTD,1011701963,453.6,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Organisational Development,REDFERN TRAVEL LTD,1011701891,426.87,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 46,REDFERN TRAVEL LTD,1011701891,423.9,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011701963,414.2,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011701891,411.15,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 33,REDFERN TRAVEL LTD,1011701891,402.55,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,REDFERN TRAVEL LTD,1011701963,400.79,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,Finance Director & Branch,MIDLAND SOFTWARE LTD,1011701916,398.35,Fixed Price Scoping Service for Strategic Consulting of system rebuild proposal,NG11 6LL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011701891,397.18,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Chemical Risk Assessment Unit,REDFERN TRAVEL LTD,1011701891,384.92,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011701963,365,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Prog,REDFERN TRAVEL LTD,1011701891,364.9,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701891,362.41,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701891,354.33,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701963,330.95,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011701891,325.41,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 61,REDFERN TRAVEL LTD,1011701891,325.3,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011701963,323.71,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 56,REDFERN TRAVEL LTD,1011701891,315.2,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulating our Future,REDFERN TRAVEL LTD,1011701963,312.39,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 63,REDFERN TRAVEL LTD,1011701963,305.7,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701891,300.9,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701891,280.75,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Analysis & Research Branch,REDFERN TRAVEL LTD,1011701963,275.3,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011701963,273.3,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 63,REDFERN TRAVEL LTD,1011701891,271.1,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011701963,270.05,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701891,267.6,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Corporate Support Unit,REDFERN TRAVEL LTD,1011701963,263.53,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Animal Feed Branch,REDFERN TRAVEL LTD,1011701891,263.18,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Additives,REDFERN TRAVEL LTD,1011701891,258.75,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011701891,255.7,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 66,REDFERN TRAVEL LTD,1011701963,247.7,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 54,REDFERN TRAVEL LTD,1011701891,246.5,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701891,244.1,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 54,REDFERN TRAVEL LTD,1011701963,241.3,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 55,REDFERN TRAVEL LTD,1011701891,236.7,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,REDFERN TRAVEL LTD,1011701963,235.6,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701963,234.08,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701891,228.7,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 53,REDFERN TRAVEL LTD,1011701963,228.31,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701963,227.93,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011701891,225.8,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011701963,223.19,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011701891,219.59,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701891,214.79,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,Finance Director & Branch,MIDLAND SOFTWARE LTD,1011701916,213.8,TRAIN TRAVEL,NG11 6LL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 56,REDFERN TRAVEL LTD,1011701963,211,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 52,REDFERN TRAVEL LTD,1011701891,202.1,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011701891,201.96,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 52,REDFERN TRAVEL LTD,1011701891,201.06,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701963,199.4,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011701963,192.88,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011701891,191.67,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Security & Estates,REDFERN TRAVEL LTD,1011701963,188.6,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 21,REDFERN TRAVEL LTD,1011701891,176,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701963,173.4,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Non Meat Field Ops,REDFERN TRAVEL LTD,1011701963,169.7,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701963,163.08,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 4 North East England - Cluster 47,REDFERN TRAVEL LTD,1011701963,163.08,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,EU Regulatory Reform Branch,REDFERN TRAVEL LTD,1011701963,159,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,Finance Director & Branch,MIDLAND SOFTWARE LTD,1011701916,153.15,EXPENSES,NG11 6LL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 47,REDFERN TRAVEL LTD,1011701963,152.5,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011701963,151.2,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 65,REDFERN TRAVEL LTD,1011701891,150.42,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Additives,REDFERN TRAVEL LTD,1011701891,148.25,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Allergens,REDFERN TRAVEL LTD,1011701891,141.79,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Allergens,REDFERN TRAVEL LTD,1011701891,140.7,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 51,REDFERN TRAVEL LTD,1011701891,134.45,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011701891,131.84,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701891,130.5,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 36,REDFERN TRAVEL LTD,1011701963,129.8,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 64,REDFERN TRAVEL LTD,1011701963,126.3,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011701963,123.44,CONSOLIDATED BUSINESS TRAVEL WEEK 3,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-01-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 35,REDFERN TRAVEL LTD,1011701891,123.06,CONSOLIDATED BUSINESS TRAVEL WEEK 2,BD1 5HQ,PROGRAMME
