DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-30,EXP - PURCHASE OF GOODS/SERVICES- OTHER - LEASE CAR COSTS,OPERATIONAL DELIVERY,LEX AUTOLEASE LTD,1011700200,772.01,FLLET NO/ 567434,SK3 0RB,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-30,EXP - PURCHASE OF GOODS/SERVICES- OTHER - LEASE CAR COSTS,OPERATIONAL DELIVERY,LEX AUTOLEASE LTD,1011700200,736.59,LEASE/SERVICE RENTAL,SK3 0RB,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-30,EXP - PURCHASE OF GOODS/SERVICES- OTHER - LEASE CAR COSTS,OPERATIONAL DELIVERY,LEX AUTOLEASE LTD,1011700200,717.53,FLLET NO/ 567434,SK3 0RB,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-30,EXP - PURCHASE OF GOODS/SERVICES- OTHER - LEASE CAR COSTS,OPERATIONAL DELIVERY,LEX AUTOLEASE LTD,1011700200,698.52,FLLET NO/ 567434,SK3 0RB,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-30,EXP - PURCHASE OF GOODS/SERVICES- OTHER - LEASE CAR COSTS,CONSUMER PROTECTION & COMMERCIAL SUPPORT,LEX AUTOLEASE LTD,1011700200,656.4,LEASE/SERVICE RENTAL,SK3 0RB,Admin 
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-23,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,SECURITY & ESTATES,G4S FACILITIES MANAGEMENT UK LTD,1011700147,616.81,G4S Monthly FM/Cleaning Performance VAT charge - May 2016,S81 7QF,Admin 
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-13,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PROCUREMENT,BRAVOSOLUTION UK LTD,1011700057,600,BRAVO ADVANTAGE 16,EC2M 7AD,Admin 
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,OPERATIONAL DELIVERY,TOPSPEED COURIERS LIMITED,1011700116,585,Topspeed couriers - AMR collections ,WA16 8XN,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - ANALYSIS OF SAMPLES (NON TRICHINELLA),OPERATIONAL DELIVERY,FERA SCIENCE LIMITED,1011700027,540,SAMPLES TESTING MAR16,YO41 1LZ,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-30,EXP - PURCHASE OF GOODS/SERVICES- OTHER - LEASE CAR COSTS,OPERATIONS LOCAL DELIVERY DIVISION,LEX AUTOLEASE LTD,1011700200,373.01,LEX - Rental Extension Invoice - 6 Mar 2016 - 5 Apr 2016,SK3 0RB,Admin 
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,SECURITY & ESTATES,G4S FACILITIES MANAGEMENT UK LTD,1011700147,232.68,G4S Monthly Security Performance Charges  VAT charge- May 2016,S81 7QF,Admin 
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,OPERATIONAL DELIVERY,TOPSPEED COURIERS LIMITED,1011700116,100,Topspeed couriers - EBL collections,WA16 8XN,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-08,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,OPERATIONAL DELIVERY,ARCO UK LTD,1011700041,-47.63,CONSOLIDATED CREDIT UPTO 30/11/15 RE INV 50121708,HU1 2SJ,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-08,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,OPERATIONAL DELIVERY,ARCO UK LTD,1011700041,-238.13,CONSOLIDATED CREDIT UPTO 30/11/15 RE INV 50121708,HU1 2SJ,Programme
FOOD STANDARDS AGENCY,FOOD STANDARDS AGENCY,2016-06-29,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,FINANCE DIVISION,SHARED SERVICES CONNECTED LTD,1011700192,-5505.69,SSCL Management Services May 2016,HP2 7AH,Admin 
