DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,739.21,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-05,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Programme and project delivery,Alexander Mann Solutions Limited,1011710567,722.3,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Internal Audit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,704.4,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,690.2,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,679.95,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,668.64,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Chemical Contaminants and Residues,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,660,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-26,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Finance Director & Branch,Alexander Mann Solutions Limited,1011710730,655.34,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,652.45,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Comms Directors Office,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,652.01,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Legal Branch A & Investigations,Alexander Mann Solutions Limited,1011710701,622.13,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,621.85,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-26,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Corporate Support Unit,Alexander Mann Solutions Limited,1011710730,596.9,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,594.55,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"Animal Feed, Foodborne Disease and Allergy (AFFDA)",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,581.5,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,578.2,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,566.75,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Resilience - Admin,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,564.15,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,563.8,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,563.5,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,557.7,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Non Meat Field Ops,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,547.66,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,538,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,534.65,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,East 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,528.66,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,517.6,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,514.28,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Prog,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,503.2,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,497,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,NFCU Phase 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,493.84,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,469.7,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,466.55,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Digital,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,459.65,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Legal Branch A & Investigations,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,458.4,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 4 ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,453.85,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Scientific Advisors team,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,445.4,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,444.8,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,432.55,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,432.05,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,431.75,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,East 3,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,429.7,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Programme and project delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,426.25,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-05,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Legal Branch A & Investigations,Alexander Mann Solutions Limited,1011710567,420.44,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"Animal Feed, Foodborne Disease and Allergy (AFFDA)",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,416.52,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Non Meat Field Ops,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,409.92,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,408.77,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,399.16,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,399.1,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,397.09,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,"Animal Feed, Foodborne Disease and Allergy (AFFDA)",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,392.68,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,North 4,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,391,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,384.4,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Prog,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,377.55,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,373,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 4 ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,368.4,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Procurement,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,361.27,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,East 4,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,360.4,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,359.25,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,356.4,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,General Food Hygiene,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,351.9,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Scientific Advisors team,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,351,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,North 1,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,350.55,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Imports & Exports Team (Admin),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,345.35,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Analytics Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,341.8,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Analytics Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,336.8,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Corporate Support Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,333.6,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Prog,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,325.05,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Resilience - Admin,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,323.2,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,General Food Hygiene,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,318,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"Food Additives, Flavourings, and Food Contact Materials",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,317.35,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,313.65,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"Animal Feed, Foodborne Disease and Allergy (AFFDA)",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,313,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Imports & Exports Team (Admin),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,312.67,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Imports & Exports Team (Admin),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,308.5,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,North 3,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,300.85,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Non Meat Field Ops,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,297,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Food Additives, Flavourings, and Food Contact Materials",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710595,295.35,TRAVEL EXPENSES  UK Wk 35,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 1 (England),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,295.1,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Legal Branch A & Investigations,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,285.76,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Programme and project delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,280.7,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,East 1,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,279.05,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-23,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Wales and West 4 ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710699,277.91,TRAVEL EXPENSES - UK Wk 37,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-09-16,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 2 (Wales),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710651,274.25,TRAVEL EXPENSES UK - Wk 36,BD1 5HQ,PROGRAMME
