DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702509,7051.04,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702617,6486.58,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,Operational Delivery,ARCO UK LTD,1011702524,5032.67,FOR GOODS RECEIVED UP UNTIL 30.11.16,HU1 2SJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-10,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700163,4902,FSA PROVISIONAL RMP ASSES,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702526,4439.02,FEE AFCE0031,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702528,3866.17,BUSINESS TRAVELS,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,Operational Delivery,ARCO UK LTD,1011702524,3789.82,FOR GOODS RECEIVED UP UNTIL 31.1.17,HU1 2SJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702414,3505.4,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011702617,3270.4,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011702509,3270.39,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,Operational Delivery,ARCO UK LTD,1011702524,3072.84,FOR GOODS RECEVIED UP UNTIL 28.2.17,HU1 2SJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011702509,3061.92,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,3004.92,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,3004.92,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,3004.86,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,3004.86,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,3004.86,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702528,2967.6,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702337,2701.25,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702528,2406.67,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011702617,2402.63,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702414,2370.93,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702528,2274.15,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702528,2165.65,BUSINESS TRAVELS,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,2119.82,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,1884.29,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702408,1845,CAMPY,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702414,1816.25,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Allergens,CAPITA BUSINESS SERVICES LTD,1011702429,1806,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Allergens,CAPITA BUSINESS SERVICES LTD,1011702429,1806,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702528,1767.6,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702429,1751.34,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702429,1751.34,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011702528,1663.68,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702528,1660.2,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702528,1558.65,BUSINESS TRAVELS,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702528,1447,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702414,1365.7,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Legal Branch A & Investigations,CAPITA BUSINESS SERVICES LTD,1011702429,1308.84,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702337,1302.85,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702429,1293.19,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702414,1291.4,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,CAPITA BUSINESS SERVICES LTD,1011702429,1269.34,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702528,1241.22,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011702414,1239.65,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702408,1230.8,RCDM BOX RETURNS,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,CAPITA BUSINESS SERVICES LTD,1011702429,1161.89,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702414,1155.9,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011702528,1131.8,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,CAPITA BUSINESS SERVICES LTD,1011702429,1120.01,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702337,1119.6,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011702414,1105.27,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702528,1093.34,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702528,1091.25,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011702528,1071.8,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702414,1061.5,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Contaminants HoD,C E F A S,2012700166,1029,C6134 FOR PERIOD FEB17,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702528,1021.77,BUSINESS TRAVELS,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702337,1007.1,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulating our Future,LONDON SCHOOL OF ECONOMICS,1011702327,1000,ACCOUNT 1-REF-F14108,WC2A 2AE,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702337,975,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702337,973.98,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011702337,922.2,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011702528,913.35,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702337,847.4,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011702528,827.2,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702337,796.64,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702528,782.8,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011702414,766.11,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702528,760.3,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011702337,757,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702414,749.41,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Contaminants HoD,C E F A S,2012700166,735,C6134 FOR PERIOD FEB17,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702337,731.61,BUSINESS TRAVEL,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702528,707.6,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702414,660.62,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011702414,657.29,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Digital,REDFERN TRAVEL LTD,1011702414,654.78,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702528,654.2,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011702528,653.07,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011702528,653.07,BUSINESS TRAVELS,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Digital,REDFERN TRAVEL LTD,1011702414,644.06,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011702528,620.28,BUSINESS TRAVELS,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-21,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Chief Scientist,LINCOLNSHIRE COUNTY COUNCIL,1011702492,617.5,THE BALANCE OF THE 2016/17 FOOD SAMPLING,LN5 7JN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011702509,612.38,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,REDFERN TRAVEL LTD,1011702337,607.9,BUSINESS TRAVEL,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-07,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Imports & Exports Team (Admin),REDFERN TRAVEL LTD,1011702337,521.5,BUSINESS TRAVEL,BD1 5HQ,ADMIN
